names,År,FV_NetID,Ellev (el/varme),CO2 - El&Varme,Varme_Lev_til_net,Kul,Olie,Gas,Affald (fossil),Halm,Skovflis,Brænde,Træpiller,Træaffald,Affald (bio),"Biobrændsler
(bioolie)",Biogas,Overskudsvarme,Solvarme,El,CO2 - Varme,CO2 - El,andel kraftvarme,andel kedler,andel andet, kraftvarme - andel   Kul, kraftvarme - andel   Olie, kraftvarme - andel   Gas, kraftvarme - andel   Affald (fossil), kraftvarme - andel   Halm, kraftvarme - andel   Skovflis, kraftvarme - andel   Brænde, kraftvarme - andel   Træpiller, kraftvarme - andel   Træaffald, kraftvarme - andel   Affald (bio)," kraftvarme - andel   Biobrændsler
(bioolie)", kraftvarme - andel   Biogas, kedler - andel   Kul, kedler - andel   Olie, kedler - andel   Gas, kedler - andel   Affald (fossil), kedler - andel   Halm, kedler - andel   Skovflis, kedler - andel   Brænde, kedler - andel   Træpiller, kedler - andel   Træaffald, kedler - andel   Affald (bio)," kedler - andel   Biobrændsler
(bioolie)", kedler - andel   Biogas,Andet - andel overskudsvarme,Andet - andel solvarme,Andet - andel varmepumper og elkedler
Hals Fjernvarme,2020,293,0.0,0.0,95576.40000000001,0.0,0.0,0.0,0.0,0.2694388991424661,0.5865324494331237,0,0.0,0.0,0.0,0.0,0.0,0.14772684470224864,0.0,0.0,0.0,0.0,0.0,0.8522731552977513,0.14772684470224873,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3114862774561365,0.6885137225438636,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hals Fjernvarme,2021,293,0.0,0.0,104202.0,0.0,0.0,0.0,0.0,0.30599700581562733,0.5699222663672482,0,0.0,0.0,0.0,0.0,0.0,0.09421316289514596,0.0,0.0,0.0,0.0,0.0,0.9057868371048541,0.09421316289514592,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3269890914638798,0.6730109085361202,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hals Fjernvarme,2022,293,0.0,0.09979052299703264,97056.0,0.0,0.0012564910979228486,0.0,0.0,0.4440117045829212,0.45267618694362016,0,0.0,0.0,0.0,0.0,0.0,0.05600890207715133,0.0,0.0,0.09979052299703264,0.0,0.0,0.9439910979228487,0.05600890207715126,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0005108055009823183,0.0,0.0,0.45886051080550094,0.5406286836935167,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Halvrimmen Fjernvarme,2020,276,0.03170897203476285,11.506373847836569,38146.932,0.0,0.0,0.20225652747120001,0.0,0.0,0.0,0,0.26632416992276076,0.0,0.0,0.0,0.0,0.0,0.0,0.20251708839914045,7.899804788809753,3.6065690590268176,0.049771761461708114,0.36360281870112127,0.5866254198371705,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.28615032430370085,0.0,0.0,0.0,0,0.7138496756962991,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Halvrimmen Fjernvarme,2021,276,0.062206161587193554,19.394512553688347,43056.828,0.0,0.0,0.34091250753539015,0.0,0.0,0.0,0,0.432183485508965,0.0,0.0,0.0,0.0,0.0,0.0,0.12114875717272995,11.706281332382405,7.688231221305943,0.09627741272534057,0.540987088040949,0.3627354992337105,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.27358728225608275,0.0,0.0,0.0,0,0.7264127177439172,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Halvrimmen Fjernvarme,2022,276,0.0774775667660311,15.775294869326892,37776.096,0.0,0.0,0.27729468921298805,0.0,0.0,0.0,0,0.6210594128096245,0.0,0.0,0.0,0.0,0.0,0.0,0.09715915588524554,6.08786692060503,9.687427948721858,0.12117186487454926,0.6058745721103632,0.27295356301508755,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06905056262838843,0.0,0.0,0.0,0,0.9309494373716115,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hammel Fjernvarme,2020,204,2.2891883053658656e-06,18.04453002086974,838201.0320000001,0.0,0.002076397825289244,0.0029514294370374854,0.1876527754024526,0.2782882519762872,0.20873488974659238,0,0.0023901187465968183,0.0,0.2293533921585532,8.422084596049506e-06,0.0,0.0,0.0,0.00036506755338855265,18.04410316314189,0.000426857727848753,6.411664236360958e-06,0.9987856307936333,0.0012079575421304334,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.00246957065102066,0.0026812799820871394,0.22653034313829698,0.26014646981920914,0.22929026623297366,0,0.0020043753973523837,0.0,0.27687041939125184,7.275387808127652e-06,0.0,0.0,0.0,1.0
Hammel Fjernvarme,2021,204,0.0,20.14655965439139,931417.8839999998,0.0,0.0018084464115786726,0.003195276847400538,0.20997290621059198,0.2572593935720479,0.2806234500002365,0,0.008774257119589514,0.0,0.25663355203516797,0.00013157359559568004,0.0,0.0,0.0,0.004518272702610035,20.14655965439139,0.0,0.0,0.986132110815257,0.01386788918474302,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0017581460415570843,0.003014041080870407,0.20381567781223553,0.24522692887752764,0.28763907261757793,0,0.00932214795098308,0.0,0.24910805065939898,0.00011593495984956548,0.0,0.0,0.0,1.0
Hammel Fjernvarme,2022,204,0.0,14.944501122763851,886847.22,0.0,0.00103106208079448,0.0036172593516163917,0.1552480256971432,0.29134144999631395,0.2799875721547619,0,0.006705923935804862,0.0,0.189747586963175,0.0038514632768426567,0.0,0.0,0.0,0.0018154432507551865,14.944501122763851,0.0,0.0,0.995624048976553,0.004375951023447011,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0011918946620350912,0.0033383829024890895,0.18292357181801985,0.27507573844087985,0.3028722202142184,0,0.00665160969541741,0.0,0.2235732544442465,0.004373327822693974,0.0,0.0,0.0,1.0
Hammershøj Fjernvarme,2020,265,0.14003713577378296,47.47254897150504,34705.08,0.0,0.0,0.8344621018018111,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.313371990498221,0.06576558820783585,32.85680023235791,14.615748739147126,0.16981132075471697,0.4303872889771598,0.3998013902681233,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6850471932439146,0.31495280675608545
Hammershøj Fjernvarme,2021,265,0.26578105303985256,46.32417604867642,37126.8,0.0,0.0,0.8142762532725685,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22466789488994474,0.09037137593328808,21.247529627654416,25.076646421022012,0.317612727101572,0.20879224324578743,0.4735950296526405,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.460544623335321,0.5394553766646789
Hammershøj Fjernvarme,2022,265,0.3219532818940915,46.86354188140788,34059.600000000006,0.0,0.0,0.8237571081281048,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840080329774865,0.08455765775288024,14.419874205686503,32.44366767572138,0.40873057816298486,0.048092167846950626,0.5431772539900646,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228643705000973,0.4771356294999027
Hanstholm Fjernvarme,2020,234,0.0,0.0,111324.00000000001,0.0,0.0,0.0,0.0,0.0,0.5745571485034673,0,0.0,0.0,0.0,0.0,0.0,0.3191584923286982,0.0,0.062412417807480865,0.0,0.0,0.0,0.6235421319437059,0.3764578680562941,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.8364329770704836,0.0,0.16356702292951647
Hanstholm Fjernvarme,2021,234,0.0,0.0,120046.84,0.0,0.0,0.0,0.0,0.0,0.6763884830287911,0,0.0,0.0,0.0,0.0,0.0,0.13058102987134024,0.0,0.13144036111237914,0.0,0.0,0.0,0.7395709451929627,0.26042905480703726,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.49836018876586247,0.0,0.5016398112341376
Hanstholm Fjernvarme,2022,234,0.0,0.0,110250.0,0.0,0.0,0.0,0.0,0.0,0.7645599092970522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677097505668934,0.0,0.0,0.0,0.8337409632054095,0.16625903679459053,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Harboøre Fjernvarme,2020,185,0.3247301057317752,0.01438027035800408,64691.99999999999,0.0,0.00019406572682866504,0.0,0.0,0.0,1.4627156371730665,0,0.0,0.0,0.0,0.07157345575959934,0.0,0.0,0.0,0.0,0.00478640569554693,0.009593864662457149,0.9377846846364075,0.062215315363592524,0.0,0.0,0.00013265735160821796,0.0,0.0,0.0,0.9998673426483918,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Harboøre Fjernvarme,2021,185,0.29995915449811084,0.0,70509.6,0.0,0.0,0.0,0.0,0.0,1.3653601779048525,0,0.0,0.0,0.0,0.08488503693114129,0.0,0.0,0.0,0.0,0.0,0.0,0.9244353795642224,0.07556462043577755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Harboøre Fjernvarme,2022,185,0.2990851318746239,0.0,65202.84,0.0,0.0,0.0,0.0,0.0,1.488861528117487,0,0.0,0.0,0.0,0.00011539374665275317,0.0,0.0,0.0,0.0,0.0,0.0,0.9998980024586777,0.00010199754132242496,-8.433737649221618e-17,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Harlev-Framlev Fjernvarme,2020,229,0.0,0.20044805628905896,119619.61992,0.0,0.0027051019742113224,0.0,0.0,1.0417438216518287,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20044805628905896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0022262227565853984,0.0,0.0,0.9977737772434147,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harlev-Framlev Fjernvarme,2021,229,0.0,3.1980275745390805,128026.8,0.0,0.043158266862875584,0.0,0.0,0.8805773478677901,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04234822708995303,3.1980275745390805,0.0,0.0,0.8984478249866436,0.10155217501335645,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.039428508833701074,0.0,0.0,0.9605714911662989,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Harlev-Framlev Fjernvarme,2022,229,0.0,0.2284149944556869,114387.48,0.0,0.0030825235419121044,0.0,0.0,1.0386888495139504,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004489477344898235,0.2284149944556869,0.0,0.0,0.9993359413110596,0.0006640586889403721,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0030201680460552006,0.0,0.0,0.9969798319539448,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hashøj Fjernvarme,2020,337,0.6843682370567672,9.516584833805005,64875.59999999999,0.0,0.0,0.16728045058542812,0.0,0.0,0.0,0,0.27756968721676567,0.0,0.0,0.0,1.655956939126575,0.0,0.0,0.0,8.719828918467647,0.7967559153373593,0.6644819885425769,0.33551801145742305,0.0,0.0,0.0,0.010704502540251952,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.989295497459748,0.0,0.0,0.3693762911434868,0.0,0.0,0.0,0,0.6285631601794243,0.0,0.0,0.0,0.002060548677089067,0.0,0.0,0.0
Hashøj Fjernvarme,2021,337,0.6418551327710753,4.249667026702829,67826.52,0.0,0.0,0.07469971922486955,0.0,0.0,0.0,0,0.20382882683646453,0.0,0.0,0.0,1.6149346892631378,0.0,0.0,0.0,3.5206552615461106,0.7290117651567188,0.7599346096482614,0.24006539035173854,0.0,0.0,0.0,0.0100669174590241,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9899330825409759,0.0,0.0,0.2294651034366401,0.0,0.0,0.0,0,0.7669688260004421,0.0,0.0,0.0,0.0035660705629177213,0.0,0.0,0.0
Hashøj Fjernvarme,2022,337,0.4256964674407006,2.2619467394090806,77236.92,0.0,0.0,0.03976000596605872,0.0,0.0,0.3783941669346732,0,0.03511921500753785,0.0,0.0,0.0,1.1110942797822596,0.0,0.0,0.014215999291530529,0.5993987736873517,1.6625479657217286,0.54072068124933,0.41313558334537426,0.046143735405295705,0.0,0.0,0.0324318388971233,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9675681611028768,0.0,0.0,0.004026956480902125,0.0,0.0,0.9159831673003374,0,0.07965071020002933,0.0,0.0,0.0,0.00033916601873121033,0.0,0.0,1.0
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2020,470,0.0,0.0,146670.19999999998,0.0,0.0,0.0,0.0,0.07295960597312884,1.0207259552383512,0,0.0054885041405820685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.056006721851362844,0.9397246339065468,0,0.004268644242090357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2021,470,0.0,0.0,164732.11999999997,0.0,0.0,0.0,0.0,0.09707032241192551,1.08449479676459,0,0.004695502006530361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08340953611413326,0.9125258632014206,0,0.004064600684446164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2022,470,0.0,0.0,146176.91999999998,0.0,0.0,0.0,0.0,0.1620645721636494,0.7523882703233863,0,0.011971794179272624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14223812888492676,0.8472171940686669,0,0.01054467704640631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haslev Fjernvarme,2020,28,0.18813461996330583,4.797892779232783,257043.60000000003,0.0,0.0,0.08433631181636111,0.0,1.166064823243994,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036274001764681166,0.0,4.797892779232783,0.0,0.8793994481870001,0.08432655004831864,0.03627400176468125,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Haslev Fjernvarme,2021,28,0.17953515724195077,6.963071094746128,269355.60000000003,0.0,0.0,0.1223953435532805,0.0,1.1127650585322895,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.029764370965370684,0.003474960238435733,6.963071094746128,0.0,0.8585673338515349,0.1112271667314419,0.030205499417023163,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954563731403298,0.10454362685967028
Haslev Fjernvarme,2022,28,0.20777618364418937,5.030001963821138,250920.00000000003,0.0,0.02163035907859079,0.060242439024390235,0.0,1.2012832775386577,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04263988522238163,0.009311334289813485,5.030001963821138,0.0,0.8661836441893831,0.08186513629842179,0.05195121951219511,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.2642133895591246,0.7357866104408753,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8207677437172052,0.17923225628279482
Haunstrup Fjernvarme,2020,168,0.0,0.16433225182118757,7440.2,0.0,0.002217709201365555,0.0,0.0,0.0,0.0,0,1.086664336980189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16433225182118757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.002042955834520577,0.0,0.0,0.0,0.0,0,0.9979570441654794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haunstrup Fjernvarme,2021,168,0.0,0.8866359867960237,8052.120000000001,0.0,0.011965397932469958,0.0,0.0,0.0,0.0,0,1.175864244447425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866359867960237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.009934278177672463,0.0,0.0,0.0,0.0,0,0.9900657218223275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haunstrup Fjernvarme,2022,168,0.0,0.5271547097808146,6705.9936,0.0,0.007114098647514367,0.0,0.0,0.0,0.0,0,1.0483830464735309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271547097808146,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.00553475028666893,0.0,0.0,0.0,0.0,0,0.9944652497133311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havdrup Fjernvarme,2020,339,0.5,6.453429586824067,18907.2,0.0,0.0,0.1134369763899467,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.243969704662774,0.0,0.1947935178133198,0.0,6.453429586824067,0.0,0.6942117288651942,0.11100533130236102,0.19478293983244477,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Havdrup Fjernvarme,2021,339,0.47929101103273636,14.459608547657801,19904.4,0.0,0.0,0.25416784228612765,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1643169349490563,0.0,0.131880388255863,0.0,14.459608547657801,0.0,0.6342919153553987,0.23385784047748231,0.13185024416711894,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Havdrup Fjernvarme,2022,339,0.38063038499291096,22.6091804918748,33008.399999999994,0.0,0.0,0.3974192387392301,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9627656293549522,0.0,0.13393560427042817,0.0,22.6091804918748,0.0,0.49181749214262493,0.37509483038907554,0.13308767746829953,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Havndal Fjernvarme,2020,369,0.0,0.0,29574.0,0.0,0.0,0.0,0.0,1.0221681206465139,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havndal Fjernvarme,2021,369,0.0,0.0,31107.600000000002,0.0,0.0,0.0,0.0,1.167174581131299,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havndal Fjernvarme,2022,369,0.0,0.0,30668.399999999998,0.0,0.0,0.0,0.0,1.0864929373557146,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havneby Fjernvarme (Rømø),2020,471,0.0,1.2086776859504136,16552.8,0.0,0.016311439756415837,0.0,0.0,0.0,1.3566284858150888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2086776859504136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.014756201881950383,0.0,0.0,0.0,0.9852437981180496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havneby Fjernvarme (Rømø),2021,471,0.0,0.0,17974.800000000003,0.0,0.0,0.0,0.0,0.0,1.1847141553730778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havneby Fjernvarme (Rømø),2022,471,0.0,0.08250553143393435,17123.227199999998,0.0,0.0011134349721178727,0.0,0.0,0.0,0.9375885639127653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06029704494022015,0.08250553143393435,0.0,0.0,0.7992413252567251,0.2007586747432749,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.000765476635469767,0.0,0.0,0.0,0.9992345233645302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hedensted Fjernvarme,2020,146,0.037260873738655255,28.023964035629806,154817.6256,0.0,0.0,0.49259912173720877,0.0,0.0,0.0,0,0.2475380296750915,0.0,0.0,0.0,0.0,0.006268960631831316,0.14049563100908327,0.0357343033686211,24.018157541411103,4.005806494218706,0.04896186703951104,0.6560113527538818,0.2950267802066072,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6424568530077946,0.0,0.0,0.0,0,0.3575431469922054,0.0,0.0,0.0,0.0,0.021248785033823585,0.47621314550053456,0.502538069465642
Hedensted Fjernvarme,2021,146,0.04560012370818337,23.377629343610845,174278.52719999998,0.0,0.0,0.41092686489032954,0.0,0.0,0.0,0,0.16384548606628344,0.0,0.0,0.0,0.0,0.00939672388968869,0.10090950550562147,0.08995310582358422,18.474856545149873,4.902772798460969,0.059565341564350796,0.460164779267196,0.4802698791684532,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6731412359888493,0.0,0.0,0.0,0,0.32685876401115055,0.0,0.0,0.0,0.0,0.01956550743086017,0.21011000248513967,0.7703244900840001
Hedensted Fjernvarme,2022,146,0.020948899939690385,13.36101385661764,167734.43999999997,0.0,0.0,0.23485698464787555,0.0,0.0,0.0,0,0.1537325906355308,0.0,0.0,0.0,0.0,0.0072886641526927936,0.1282405688420339,0.1493243176535481,11.115942556698553,2.2450712999190867,0.028744722908425967,0.36840806217256283,0.6028472149190112,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5534861230862442,0.0,0.0,0.0,0,0.44651387691375577,0.0,0.0,0.0,0.0,0.012090400307600294,0.20920058160242744,0.7787090180899723
Hejnsvig Fjernvarme,2020,130,0.00022655676865317392,0.48799506969317735,33369.12,0.0,0.0,0.008577870797911362,0.0,0.0,0.0,0,0.7422431277780175,0.0,0.0,0.0,0.0,0.0,0.25029128727398264,0.0,0.4594555517196737,0.028539517973503646,0.00022655676865317392,0.7494821559573641,0.25029128727398275,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009658706510630333,0.0,0.0,0.0,0,0.9903412934893697,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hejnsvig Fjernvarme,2021,130,0.0,0.6882091268927556,36116.388,0.0,0.0,0.012097189785423724,0.0,0.0,0.0,0,0.8014090445589409,0.0,0.0,0.0,0.0,0.0,0.18759351018158293,0.0,0.6882091268927556,0.0,0.0,0.812406489818417,0.187593510181583,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01353687519401055,0.0,0.0,0.0,0,0.9864631248059894,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hejnsvig Fjernvarme,2022,130,0.0,0.008631656951111445,32743.367999999995,0.0,0.0,0.00015172538145739927,0.0,0.0,0.0,0,0.6440632496938006,0.09653252530405548,0.0,0.0,0.0,0.0,0.2592524996206866,0.0,0.008631656951111445,0.0,0.0,0.644214975075258,0.35578502492474195,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00023551979902310485,0.0,0.0,0.0,0,0.9997644802009769,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hellevad Fjernvarme,2020,396,0.0,0.9517875996999318,19051.667999999998,0.0,0.0,0.01673031463701761,0.0,0.0,0.0,0,0.0,1.035053203740481,0.0,0.0,0.0,0.0,0.0,0.0,0.9517875996999318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.014395420562682176,0.0,0.0,0.0,0,0.0,0.9856045794373177,0.0,0.0,0.0,0.0,0.0,0.0
Hellevad Fjernvarme,2021,396,0.03641041406541165,8.286960805563236,20961.036,0.0,0.0,0.1456663878636533,0.0,0.0,0.0,0,0.0,1.1130919292347954,0.0,0.0,0.0,0.0,0.0,0.0,4.147593867593185,4.13936693797005,0.04754934093217086,0.952450659067829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05011036582974064,0.0,0.0,0.0,0,0.0,0.9498896341702594,0.0,0.0,0.0,0.0,0.0,0.0
Hellevad Fjernvarme,2022,396,0.03468769511828504,6.053418056101565,18680.976000000002,0.0,0.0,0.1064056610318433,0.0,0.0,0.0,0,0.0,1.028041331031098,0.0,0.0,0.0,0.0,0.0,0.010291646432177845,2.0858658048701524,3.9675522512314134,0.0446703841080336,0.9350179540582279,0.02031166183373856,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.014924550374951258,0.0,0.0,0.0,0,0.0,0.9850754496250488,0.0,0.0,0.0,0.0,0.0,1.0
